type,client,tx,amount
deposit,938,45265,433.4552
withdrawal,769,45266,484.255
dispute,140,45267,871.0469
deposit,916,45268,456.5904
deposit,132,45269,215.1936
deposit,579,45270,916.6161
resolve,630,45271,364.4037
withdrawal,466,45272,745.2867
dispute,436,45273,801.1639
chargeback,571,45274,47.3636
withdrawal,101,45275,511.0787
resolve,572,45276,261.9108
dispute,43,45277,82.6368
withdrawal,567,45278,973.8059
dispute,719,45279,527.3428
deposit,55,45280,288.8747
chargeback,191,45281,306.2885
withdrawal,787,45282,920.573
resolve,318,45283,206.1821
deposit,288,45284,321.482
deposit,580,45285,35.8245
withdrawal,899,45286,837.1056
dispute,391,45287,850.781
chargeback,872,45288,673.1612
resolve,68,45289,295.1849
resolve,210,45290,158.3878
withdrawal,198,45291,347.5002
chargeback,92,45292,996.6026
chargeback,532,45293,662.9302
resolve,916,45294,750.5207
chargeback,396,45295,18.4396
deposit,796,45296,852.9411
resolve,908,45297,765.6427
dispute,542,45298,388.1978
resolve,56,45299,542.1131
dispute,306,45300,729.8432
resolve,778,45301,709.9833
deposit,212,45302,219.6838
resolve,201,45303,124.2801
resolve,14,45304,91.1499
resolve,270,45305,478.3471
withdrawal,835,45306,431.475
chargeback,792,45307,459.5916
chargeback,959,45308,274.2814
withdrawal,180,45309,953.0986
chargeback,278,45310,763.2971
dispute,524,45311,497.189
withdrawal,395,45312,627.5825
chargeback,39,45313,634.57
withdrawal,181,45314,467.0649
deposit,50,45315,564.6784
withdrawal,236,45316,200.2248
withdrawal,497,45317,848.2641
withdrawal,742,45318,643.9721
chargeback,138,45319,139.1212
chargeback,652,45320,266.5155
chargeback,272,45321,96.4822
withdrawal,873,45322,397.4157
dispute,517,45323,817.4211
deposit,362,45324,375.4795
withdrawal,742,45325,55.8658
chargeback,283,45326,998.784
resolve,541,45327,139.3772
chargeback,444,45328,22.1961
chargeback,298,45329,178.0789
resolve,711,45330,499.4539
resolve,730,45331,985.0804
deposit,462,45332,491.3192
resolve,667,45333,662.5962
resolve,17,45334,388.4737
deposit,373,45335,83.7858
withdrawal,366,45336,299.4217
deposit,379,45337,159.8278
chargeback,208,45338,746.9366
dispute,205,45339,249.3304
withdrawal,604,45340,984.7999
deposit,183,45341,650.946
resolve,163,45342,146.8949
deposit,790,45343,527.4584
resolve,333,45344,508.1722
deposit,181,45345,18.7908
withdrawal,312,45346,820.875
resolve,827,45347,544.7245
chargeback,740,45348,535.5472
dispute,3,45349,723.4409
chargeback,623,45350,767.7745
chargeback,934,45351,797.7205
resolve,605,45352,651.7387
deposit,441,45353,793.0978
resolve,289,45354,854.7171
deposit,271,45355,941.3917
dispute,902,45356,86.0245
withdrawal,147,45357,199.9854
dispute,398,45358,162.8231
resolve,837,45359,818.9961
dispute,973,45360,483.4683
withdrawal,95,45361,684.1913
resolve,562,45362,725.7629
resolve,428,45363,693.2573
deposit,81,45364,722.6829
withdrawal,857,45365,314.3458
dispute,187,45366,208.9804
resolve,975,45367,41.773
withdrawal,949,45368,724.7278
dispute,313,45369,396.2568
resolve,195,45370,460.0892
chargeback,484,45371,965.3451
chargeback,470,45372,486.9511
resolve,655,45373,565.171
withdrawal,644,45374,872.8264
resolve,731,45375,536.7685
deposit,301,45376,161.1809
deposit,605,45377,895.4991
chargeback,799,45378,119.9104
deposit,295,45379,969.6155
chargeback,995,45380,694.7679
deposit,708,45381,11.1242
chargeback,776,45382,521.0605
dispute,42,45383,307.4647
deposit,154,45384,850.4104
resolve,306,45385,383.9561
chargeback,358,45386,973.2794
deposit,124,45387,136.8516
deposit,323,45388,317.912
chargeback,177,45389,344.1015
deposit,522,45390,988.5315
chargeback,113,45391,291.3016
withdrawal,372,45392,162.261
resolve,214,45393,45.5426
chargeback,851,45394,613.3696
deposit,409,45395,374.1969
withdrawal,72,45396,163.3205
dispute,650,45397,286.4643
chargeback,638,45398,734.2961
withdrawal,229,45399,845.2856
resolve,239,45400,356.1999
chargeback,402,45401,543.9423
withdrawal,855,45402,40.452
dispute,877,45403,512.6059
chargeback,498,45404,805.2781
deposit,196,45405,253.3686
withdrawal,38,45406,291.7496
dispute,121,45407,923.9473
deposit,110,45408,568.9534
deposit,709,45409,977.489
deposit,943,45410,340.4589
withdrawal,966,45411,62.1464
deposit,416,45412,609.6256
withdrawal,188,45413,830.3618
dispute,937,45414,513.0752
dispute,134,45415,620.456
resolve,935,45416,199.7966
dispute,441,45417,137.0194
withdrawal,394,45418,310.2308
deposit,692,45419,674.9683
resolve,665,45420,989.5432
withdrawal,377,45421,754.0458
dispute,868,45422,968.6768
deposit,379,45423,627.2526
resolve,669,45424,450.3112
dispute,136,45425,394.6347
dispute,609,45426,240.2428
resolve,937,45427,476.8657
withdrawal,948,45428,278.9189
chargeback,682,45429,688.0391
resolve,9,45430,86.7234
deposit,17,45431,212.6892
resolve,125,45432,607.6478
deposit,170,45433,229.5984
chargeback,387,45434,683.0291
deposit,747,45435,891.5992
deposit,514,45436,440.2675
withdrawal,48,45437,200.2978
dispute,862,45438,338.3024
dispute,435,45439,68.342
chargeback,661,45440,573.9499
withdrawal,668,45441,871.9026
withdrawal,177,45442,789.626
resolve,78,45443,824.1663
dispute,942,45444,554.6951
dispute,579,45445,911.3055
deposit,542,45446,291.6389
deposit,278,45447,240.9048
deposit,215,45448,916.231
resolve,266,45449,168.4755
deposit,248,45450,825.6969
chargeback,14,45451,953.4253
withdrawal,191,45452,759.1627
resolve,431,45453,136.1993
deposit,284,45454,722.338
chargeback,812,45455,924.9477
dispute,28,45456,985.3373
dispute,643,45457,965.5515
chargeback,239,45458,165.9353
deposit,179,45459,265.9464
deposit,900,45460,475.8141
withdrawal,641,45461,387.6559
withdrawal,219,45462,979.5048
deposit,491,45463,550.2671
resolve,627,45464,712.3421
resolve,787,45465,407.2003
chargeback,604,45466,881.1567
chargeback,384,45467,387.7434
dispute,279,45468,376.6863
deposit,837,45469,257.4452
resolve,131,45470,213.638
dispute,680,45471,597.811
dispute,963,45472,576.7261
resolve,22,45473,517.3384
deposit,684,45474,182.4363
chargeback,851,45475,332.7868
chargeback,254,45476,424.8508
resolve,430,45477,280.3749
dispute,443,45478,622.7826
chargeback,716,45479,227.706
chargeback,529,45480,314.6222
dispute,867,45481,879.699
chargeback,562,45482,459.0948
deposit,525,45483,283.4618
resolve,862,45484,562.2109
chargeback,421,45485,806.9448
chargeback,438,45486,214.4541
deposit,911,45487,411.5888
dispute,415,45488,779.0514
deposit,728,45489,44.2292
deposit,659,45490,818.0326
dispute,336,45491,588.4833
deposit,251,45492,651.3472
dispute,65,45493,929.7728
dispute,851,45494,781.1179
chargeback,901,45495,913.0945
withdrawal,956,45496,847.9814
dispute,628,45497,444.3234
dispute,743,45498,865.1589
resolve,19,45499,910.1912
dispute,894,45500,1.579
resolve,782,45501,149.7699
resolve,567,45502,377.757
dispute,740,45503,268.5061
dispute,826,45504,425.9459
dispute,280,45505,580.5665
deposit,835,45506,994.4648
resolve,249,45507,341.9579
withdrawal,81,45508,59.2239
resolve,917,45509,56.5594
resolve,758,45510,893.1118
resolve,138,45511,856.1779
resolve,768,45512,671.9016
dispute,96,45513,374.462
dispute,719,45514,484.8
withdrawal,975,45515,168.426
deposit,893,45516,23.7962
withdrawal,595,45517,972.8884
withdrawal,344,45518,195.3426
chargeback,405,45519,596.3891
dispute,500,45520,107.9655
dispute,590,45521,953.0707
dispute,826,45522,307.2782
withdrawal,390,45523,324.6687
dispute,249,45524,606.6189
chargeback,330,45525,411.0269
deposit,574,45526,292.0948
resolve,380,45527,748.6295
chargeback,870,45528,598.003
deposit,952,45529,124.5002
withdrawal,775,45530,472.0046
chargeback,371,45531,863.7856
withdrawal,653,45532,383.268
dispute,995,45533,708.8414
resolve,315,45534,508.1992
resolve,443,45535,129.3316
dispute,540,45536,196.7244
withdrawal,963,45537,622.5661
withdrawal,556,45538,896.6376
deposit,283,45539,410.3751
resolve,85,45540,637.8062
dispute,338,45541,712.4155
withdrawal,959,45542,540.6031
dispute,518,45543,619.6345
resolve,6,45544,361.9726
dispute,138,45545,670.1979
resolve,303,45546,378.2496
deposit,641,45547,682.3118
deposit,122,45548,114.8652
withdrawal,72,45549,301.7043
resolve,754,45550,520.85
resolve,970,45551,427.3941
resolve,263,45552,627.6802
withdrawal,851,45553,533.1568
deposit,599,45554,692.8509
chargeback,73,45555,971.3813
resolve,325,45556,150.9132
withdrawal,121,45557,270.0509
withdrawal,586,45558,248.6578
withdrawal,704,45559,107.7993
withdrawal,602,45560,20.7781
deposit,409,45561,334.113
dispute,211,45562,931.3892
resolve,319,45563,803.0471
resolve,586,45564,335.4139
resolve,490,45565,857.8615
withdrawal,625,45566,967.9545
deposit,716,45567,673.9259
withdrawal,259,45568,415.8923
withdrawal,985,45569,848.9599
withdrawal,864,45570,956.4619
chargeback,737,45571,725.6966
resolve,425,45572,207.933
chargeback,517,45573,174.021
withdrawal,840,45574,311.3061
chargeback,427,45575,415.2283
dispute,652,45576,301.4217
resolve,556,45577,135.0656
deposit,67,45578,622.9453
deposit,635,45579,793.8465
deposit,911,45580,469.0487
resolve,478,45581,463.6635
dispute,96,45582,101.5099
resolve,653,45583,754.9321
dispute,525,45584,843.7908
dispute,426,45585,474.5128
withdrawal,933,45586,891.4541
chargeback,601,45587,738.8936
chargeback,946,45588,640.1938
resolve,681,45589,583.2858
resolve,170,45590,121.2719
resolve,455,45591,434.4672
dispute,968,45592,811.5805
chargeback,455,45593,284.1614
withdrawal,589,45594,300.2256
deposit,570,45595,727.4336
resolve,601,45596,805.3944
dispute,15,45597,882.7025
resolve,409,45598,628.1802
dispute,173,45599,68.752
resolve,615,45600,461.8525
resolve,275,45601,626.2008
deposit,709,45602,122.3075
resolve,978,45603,960.5173
dispute,861,45604,362.6795
chargeback,301,45605,799.9342
withdrawal,377,45606,88.3316
resolve,970,45607,76.2921
deposit,180,45608,614.0405
deposit,55,45609,868.7736
chargeback,705,45610,963.9208
deposit,563,45611,670.8487
deposit,923,45612,487.4519
chargeback,158,45613,498.6044
resolve,464,45614,827.7335
dispute,513,45615,882.9507
withdrawal,224,45616,391.8707
deposit,827,45617,470.4423
withdrawal,663,45618,270.1574
chargeback,1000,45619,416.7449
withdrawal,695,45620,907.3342
deposit,635,45621,692.9681
resolve,808,45622,481.5467
withdrawal,897,45623,480.5376
withdrawal,464,45624,262.4804
deposit,583,45625,831.4609
chargeback,73,45626,266.2033
resolve,452,45627,167.4807
chargeback,196,45628,993.3695
dispute,874,45629,109.2984
dispute,551,45630,94.4073
chargeback,597,45631,182.811
chargeback,146,45632,696.8842
withdrawal,337,45633,879.0941
chargeback,810,45634,12.5593
deposit,536,45635,343.0525
dispute,143,45636,756.6378
deposit,382,45637,966.1472
dispute,319,45638,793.8005
deposit,703,45639,320.7781
deposit,733,45640,722.7934
withdrawal,264,45641,722.7195
withdrawal,371,45642,582.3675
resolve,238,45643,559.3844
deposit,298,45644,305.9557
chargeback,262,45645,486.5084
chargeback,738,45646,186.9491
deposit,949,45647,585.1717
chargeback,527,45648,826.2856
deposit,835,45649,495.2433
chargeback,524,45650,54.8987
resolve,321,45651,291.8889
dispute,343,45652,615.6766
withdrawal,848,45653,34.8974
chargeback,730,45654,398.8479
dispute,150,45655,508.8269
dispute,986,45656,179.1438
deposit,964,45657,523.0149
chargeback,728,45658,938.9555
dispute,385,45659,604.9903
deposit,409,45660,641.7592
deposit,444,45661,551.1364
chargeback,833,45662,974.3792
withdrawal,854,45663,598.4688
dispute,45,45664,200.6221
chargeback,971,45665,684.6822
deposit,418,45666,765.5386
resolve,379,45667,526.5148
withdrawal,660,45668,134.4706
chargeback,435,45669,402.9669
withdrawal,9,45670,708.0336
dispute,890,45671,423.596
deposit,808,45672,273.3994
resolve,193,45673,469.0774
dispute,300,45674,923.7926
withdrawal,299,45675,49.3102
chargeback,277,45676,77.7519
resolve,232,45677,139.2433
dispute,865,45678,793.0764
deposit,511,45679,35.4034
withdrawal,757,45680,991.2543
deposit,89,45681,799.779
withdrawal,921,45682,273.5691
dispute,170,45683,845.6395
deposit,710,45684,728.0688
dispute,924,45685,103.3205
dispute,580,45686,180.5154
deposit,460,45687,157.2052
chargeback,305,45688,946.73
withdrawal,854,45689,224.0626
dispute,961,45690,781.9726
deposit,320,45691,548.5841
deposit,71,45692,413.5212
chargeback,235,45693,271.5987
deposit,599,45694,995.7704
resolve,153,45695,96.536
dispute,267,45696,437.9655
dispute,677,45697,387.6746
chargeback,827,45698,537.4203
chargeback,195,45699,518.2358
resolve,638,45700,775.5028
withdrawal,371,45701,781.044
resolve,128,45702,275.5464
dispute,374,45703,886.0055
deposit,467,45704,515.0972
withdrawal,909,45705,542.8522
chargeback,455,45706,922.9841
withdrawal,648,45707,671.7667
resolve,990,45708,88.614
deposit,495,45709,815.5301
deposit,831,45710,573.1061
resolve,853,45711,886.4234
chargeback,132,45712,709.0565
resolve,713,45713,187.2768
withdrawal,459,45714,46.2377
dispute,457,45715,69.6652
resolve,276,45716,733.4561
chargeback,611,45717,934.2584
deposit,340,45718,551.6283
chargeback,289,45719,940.468
deposit,89,45720,35.6956
chargeback,390,45721,358.6797
dispute,755,45722,209.3317
withdrawal,111,45723,746.1008
deposit,928,45724,493.0235
deposit,472,45725,784.615
dispute,470,45726,110.785
dispute,950,45727,680.9903
withdrawal,720,45728,165.5188
dispute,581,45729,729.5509
dispute,906,45730,95.4362
chargeback,436,45731,347.8941
dispute,76,45732,499.5866
deposit,662,45733,635.5912
chargeback,955,45734,901.1757
dispute,750,45735,571.9434
chargeback,35,45736,191.6683
withdrawal,788,45737,578.5992
deposit,758,45738,228.1
chargeback,128,45739,36.8034
deposit,67,45740,225.982
withdrawal,784,45741,225.7815
chargeback,601,45742,700.1309
dispute,99,45743,588.6191
withdrawal,510,45744,419.6044
deposit,217,45745,304.9005
dispute,180,45746,235.5081
dispute,590,45747,484.5872
withdrawal,653,45748,420.648
withdrawal,711,45749,104.8535
deposit,259,45750,470.387
resolve,618,45751,968.0417
dispute,828,45752,35.9636
resolve,434,45753,209.9544
dispute,832,45754,525.3199
resolve,796,45755,940.6121
dispute,693,45756,801.5315
dispute,99,45757,811.525
dispute,368,45758,975.418
chargeback,828,45759,213.239
withdrawal,461,45760,953.6365
dispute,611,45761,217.0105
withdrawal,950,45762,280.9432
withdrawal,107,45763,401.5538
dispute,105,45764,163.7973
withdrawal,733,45765,539.4398
deposit,421,45766,573.8606
dispute,983,45767,440.1007
deposit,70,45768,856.2757
chargeback,267,45769,872.0813
dispute,190,45770,189.4705
chargeback,1000,45771,831.4634
chargeback,892,45772,575.2039
resolve,496,45773,880.7351
dispute,499,45774,16.0293
deposit,7,45775,117.1074
resolve,669,45776,113.4873
dispute,603,45777,572.5345
withdrawal,308,45778,980.744
dispute,100,45779,129.46
deposit,542,45780,688.9416
resolve,277,45781,102.8015
resolve,86,45782,605.058
resolve,727,45783,869.4964
dispute,27,45784,914.9976
chargeback,653,45785,570.2433
chargeback,117,45786,683.5083
deposit,158,45787,977.408
resolve,943,45788,309.6582
deposit,312,45789,416.1482
dispute,921,45790,764.425
deposit,395,45791,873.507
dispute,107,45792,724.7886
chargeback,310,45793,919.0855
resolve,101,45794,507.8264
deposit,382,45795,345.4973
withdrawal,996,45796,746.3633
resolve,442,45797,577.0383
deposit,282,45798,186.4817
dispute,578,45799,78.779
dispute,384,45800,842.443
resolve,602,45801,198.8313
dispute,307,45802,551.7461
dispute,768,45803,656.7281
withdrawal,882,45804,151.7389
dispute,63,45805,766.0349
dispute,598,45806,588.1766
resolve,539,45807,705.9897
resolve,470,45808,282.9528
dispute,477,45809,240.1658
resolve,976,45810,450.0462
chargeback,810,45811,798.2501
deposit,855,45812,38.8142
chargeback,653,45813,223.385
dispute,792,45814,488.5092
dispute,295,45815,930.1711
withdrawal,252,45816,815.3241
chargeback,739,45817,892.0676
withdrawal,290,45818,774.0479
dispute,932,45819,622.6951
withdrawal,165,45820,177.1179
withdrawal,937,45821,147.371
deposit,662,45822,670.3593
resolve,97,45823,283.7886
resolve,103,45824,198.8068
resolve,236,45825,96.0028
dispute,369,45826,23.4855
withdrawal,83,45827,10.532
resolve,350,45828,314.6366
withdrawal,189,45829,997.9872
deposit,534,45830,117.7811
dispute,648,45831,584.2115
withdrawal,690,45832,234.2516
resolve,870,45833,242.7228
deposit,972,45834,647.8625
dispute,154,45835,425.5144
dispute,262,45836,357.3407
deposit,325,45837,679.3199
withdrawal,683,45838,89.4851
resolve,279,45839,200.1859
deposit,302,45840,512.2885
dispute,828,45841,508.1107
chargeback,363,45842,602.6046
deposit,402,45843,43.4157
resolve,502,45844,99.8411
deposit,32,45845,782.2219
dispute,920,45846,223.3882
resolve,27,45847,812.852
deposit,124,45848,950.2764
withdrawal,398,45849,739.9198
chargeback,827,45850,270.686
resolve,518,45851,415.4452
dispute,207,45852,10.8477
chargeback,497,45853,8.2672
withdrawal,638,45854,554.4505
withdrawal,58,45855,82.0732
withdrawal,786,45856,545.7558
withdrawal,716,45857,792.6221
deposit,275,45858,707.8874
withdrawal,488,45859,408.0644
withdrawal,226,45860,527.3012
deposit,702,45861,726.6622
chargeback,111,45862,916.7633
withdrawal,281,45863,53.9519
chargeback,794,45864,124.4797
chargeback,29,45865,145.8074
dispute,35,45866,350.7708
resolve,856,45867,733.8196
dispute,103,45868,854.7674
withdrawal,579,45869,485.0308
withdrawal,716,45870,567.0153
deposit,303,45871,554.9499
withdrawal,931,45872,234.4204
chargeback,449,45873,68.9065
resolve,96,45874,252.241
dispute,5,45875,815.5928
resolve,340,45876,114.1771
dispute,512,45877,210.4565
withdrawal,393,45878,205.1478
chargeback,399,45879,950.6793
resolve,234,45880,686.4773
dispute,345,45881,125.3406
deposit,411,45882,765.0364
resolve,185,45883,709.7541
withdrawal,978,45884,76.1881
withdrawal,395,45885,398.9296
resolve,543,45886,581.7895
dispute,72,45887,445.2688
resolve,201,45888,291.4187
chargeback,321,45889,570.0327
withdrawal,751,45890,502.194
withdrawal,83,45891,163.6511
withdrawal,949,45892,714.8354
resolve,372,45893,984.1382
resolve,607,45894,466.9358
withdrawal,980,45895,642.2947
chargeback,913,45896,565.6538
withdrawal,951,45897,886.6437
resolve,590,45898,604.767
withdrawal,267,45899,413.5781
withdrawal,817,45900,975.3089
resolve,446,45901,488.8881
withdrawal,580,45902,376.8732
deposit,678,45903,382.8182
dispute,77,45904,221.9923
resolve,495,45905,316.3023
chargeback,429,45906,861.9031
chargeback,356,45907,914.4434
deposit,737,45908,60.4983
resolve,976,45909,809.6039
deposit,970,45910,466.8769
chargeback,268,45911,741.7376
withdrawal,235,45912,663.2171
withdrawal,987,45913,893.2663
dispute,953,45914,48.0068
dispute,719,45915,403.8591
dispute,23,45916,395.8638
resolve,793,45917,873.5273
withdrawal,197,45918,568.7914
withdrawal,164,45919,769.4264
deposit,64,45920,647.8578
resolve,225,45921,948.5
withdrawal,680,45922,876.2871
dispute,834,45923,14.3807
resolve,175,45924,129.7734
chargeback,635,45925,434.8331
dispute,34,45926,789.7856
resolve,546,45927,522.362
resolve,880,45928,60.4992
chargeback,113,45929,157.8591
chargeback,350,45930,770.9122
chargeback,787,45931,799.097
resolve,617,45932,796.0139
deposit,736,45933,839.9065
resolve,878,45934,641.6737
withdrawal,939,45935,912.1795
resolve,184,45936,265.5856
chargeback,536,45937,384.6424
chargeback,561,45938,313.5841
resolve,739,45939,73.4665
dispute,372,45940,774.4727
withdrawal,56,45941,785.1887
deposit,819,45942,288.0076
chargeback,905,45943,438.2413
withdrawal,700,45944,383.344
withdrawal,38,45945,530.8132
dispute,892,45946,1000.5387
chargeback,422,45947,990.3246
chargeback,347,45948,821.6778
deposit,131,45949,255.1896
withdrawal,177,45950,278.1799
resolve,546,45951,816.9716
chargeback,710,45952,402.3721
deposit,30,45953,483.7709
chargeback,840,45954,317.707
dispute,462,45955,669.3978
dispute,852,45956,472.4149
resolve,345,45957,681.1402
deposit,143,45958,670.4964
deposit,33,45959,6.2268
deposit,433,45960,451.3173
resolve,818,45961,343.1713
withdrawal,774,45962,336.8164
chargeback,66,45963,394.5671
chargeback,242,45964,231.3807
deposit,403,45965,882.7104
resolve,786,45966,376.6622
resolve,551,45967,816.6295
deposit,133,45968,176.5423
resolve,467,45969,116.2189
chargeback,926,45970,644.9473
withdrawal,267,45971,712.4233
deposit,776,45972,836.1397
withdrawal,861,45973,620.673
withdrawal,358,45974,118.4556
chargeback,863,45975,732.0864
chargeback,970,45976,958.3415
withdrawal,835,45977,551.0126
withdrawal,789,45978,695.5037
chargeback,230,45979,456.1595
deposit,591,45980,985.0083
withdrawal,374,45981,532.844
dispute,155,45982,917.5714
chargeback,972,45983,210.2649
deposit,99,45984,105.55
deposit,830,45985,645.848
withdrawal,204,45986,503.1894
deposit,832,45987,483.3126
chargeback,972,45988,248.4819
dispute,495,45989,218.1783
dispute,255,45990,897.1055
resolve,781,45991,28.8967
resolve,192,45992,756.6214
dispute,746,45993,332.1721
dispute,721,45994,774.5341
deposit,856,45995,446.1586
withdrawal,600,45996,247.3086
deposit,220,45997,895.4279
deposit,344,45998,561.0323
resolve,70,45999,174.3745
resolve,816,46000,494.777
dispute,695,46001,188.7374
deposit,693,46002,293.2202
resolve,41,46003,157.5565
withdrawal,369,46004,300.2209
resolve,297,46005,687.0811
chargeback,243,46006,833.2641
resolve,316,46007,626.5539
withdrawal,273,46008,489.0122
deposit,211,46009,166.557
deposit,389,46010,893.6965
chargeback,967,46011,578.9414
withdrawal,664,46012,637.192
dispute,764,46013,876.8971
withdrawal,505,46014,274.7925
withdrawal,81,46015,10.6845
dispute,770,46016,957.9025
withdrawal,288,46017,643.7035
withdrawal,709,46018,495.8095
withdrawal,153,46019,961.1808
resolve,270,46020,266.4423
resolve,447,46021,427.1266
chargeback,987,46022,183.8796
dispute,58,46023,889.6964
chargeback,161,46024,865.3143
deposit,688,46025,261.3034
dispute,474,46026,273.1198
withdrawal,804,46027,541.9307
chargeback,613,46028,79.7349
deposit,591,46029,669.4521
deposit,138,46030,853.7262
withdrawal,924,46031,286.3627
withdrawal,556,46032,340.8999
dispute,409,46033,1.0386
withdrawal,751,46034,514.3252
chargeback,213,46035,235.3688
resolve,37,46036,229.6891
chargeback,278,46037,508.7366
resolve,647,46038,121.7434
dispute,378,46039,32.7499
deposit,700,46040,598.7501
withdrawal,723,46041,237.4944
deposit,422,46042,301.3737
deposit,780,46043,700.3754
resolve,552,46044,185.1357
resolve,743,46045,198.1557
resolve,269,46046,394.1656
withdrawal,567,46047,811.3465
dispute,561,46048,902.4593
resolve,580,46049,743.1745
resolve,751,46050,342.5819
chargeback,834,46051,267.8593
deposit,679,46052,326.8473
deposit,982,46053,424.2663
dispute,634,46054,313.3395
chargeback,264,46055,765.2193
withdrawal,672,46056,405.919
resolve,727,46057,608.4317
resolve,601,46058,352.5718
withdrawal,954,46059,578.3816
deposit,670,46060,112.774
resolve,943,46061,232.1261
resolve,982,46062,885.6382
withdrawal,121,46063,337.5376
dispute,151,46064,334.277
dispute,442,46065,50.2802
resolve,50,46066,811.2807
resolve,247,46067,934.2358
dispute,376,46068,549.2498
deposit,49,46069,724.3805
withdrawal,111,46070,258.1153
deposit,962,46071,112.8864
chargeback,758,46072,820.3613
resolve,340,46073,101.6196
withdrawal,443,46074,473.6969
chargeback,638,46075,91.7034
dispute,809,46076,244.4627
dispute,80,46077,853.8751
resolve,1000,46078,579.6811
chargeback,628,46079,934.0432
resolve,398,46080,301.8989
withdrawal,888,46081,666.8053
chargeback,237,46082,35.0743
dispute,381,46083,148.5824
withdrawal,367,46084,547.0616
chargeback,541,46085,51.4776
withdrawal,932,46086,703.7842
dispute,648,46087,633.5692
deposit,433,46088,784.1285
chargeback,888,46089,704.0225
resolve,416,46090,628.6486
chargeback,504,46091,413.0699
resolve,354,46092,651.5063
deposit,569,46093,365.9354
resolve,369,46094,308.5673
deposit,255,46095,535.2465
withdrawal,827,46096,715.5621
dispute,2,46097,125.0542
resolve,365,46098,861.5898
resolve,631,46099,331.5513
chargeback,444,46100,979.4237
chargeback,122,46101,714.8667
chargeback,829,46102,438.4654
resolve,350,46103,286.3455
deposit,900,46104,745.6874
dispute,570,46105,277.8336
withdrawal,154,46106,189.4785
dispute,316,46107,392.6846
chargeback,320,46108,776.2557
withdrawal,788,46109,601.3352
dispute,359,46110,395.3857
deposit,828,46111,16.076
chargeback,305,46112,297.4223
resolve,957,46113,923.6812
chargeback,604,46114,945.3735
deposit,750,46115,719.7595
dispute,158,46116,802.8228
dispute,55,46117,892.5063
chargeback,899,46118,488.5917
withdrawal,737,46119,855.0372
withdrawal,425,46120,470.3558
chargeback,95,46121,946.4265
chargeback,983,46122,208.6002
deposit,950,46123,42.9302
dispute,152,46124,621.3578
deposit,3,46125,672.2021
dispute,660,46126,187.3703
resolve,533,46127,256.9843
withdrawal,366,46128,819.7355
resolve,983,46129,338.0217
withdrawal,124,46130,431.061
withdrawal,130,46131,449.2415
chargeback,652,46132,535.2319
resolve,476,46133,62.0362
withdrawal,872,46134,808.7089
deposit,725,46135,730.6953
dispute,98,46136,85.9862
chargeback,456,46137,594.3179
dispute,551,46138,630.8165
deposit,482,46139,231.986
chargeback,28,46140,580.5301
chargeback,525,46141,766.237
dispute,604,46142,392.961
deposit,496,46143,289.1354
dispute,534,46144,371.2121
dispute,990,46145,324.7853
resolve,409,46146,63.4956
chargeback,213,46147,499.0634
chargeback,266,46148,22.9104
dispute,632,46149,464.1207
chargeback,143,46150,316.7473
dispute,329,46151,230.998
dispute,404,46152,177.569
chargeback,975,46153,779.835
withdrawal,546,46154,927.3238
chargeback,398,46155,659.3129
deposit,315,46156,407.1187
resolve,663,46157,555.1965
withdrawal,395,46158,790.8215
withdrawal,775,46159,855.87
withdrawal,570,46160,516.9389
withdrawal,136,46161,21.4806
deposit,557,46162,128.2369
deposit,544,46163,871.5764
chargeback,55,46164,499.2408
chargeback,703,46165,840.2054
dispute,413,46166,451.0452
withdrawal,236,46167,439.3646
chargeback,388,46168,842.8428
deposit,264,46169,603.4705
chargeback,110,46170,672.5536
resolve,28,46171,419.2952
deposit,540,46172,262.1865
deposit,867,46173,329.4333
dispute,232,46174,993.1548
dispute,234,46175,196.9057
chargeback,530,46176,832.406
deposit,410,46177,384.0421
resolve,994,46178,347.7423
dispute,585,46179,631.5263
withdrawal,821,46180,619.9574
deposit,338,46181,352.9516
dispute,350,46182,299.0681
deposit,63,46183,355.4645
deposit,353,46184,856.4982
chargeback,376,46185,533.6775
deposit,294,46186,854.9596
withdrawal,888,46187,691.6177
chargeback,420,46188,433.2312
withdrawal,640,46189,344.6785
chargeback,472,46190,908.2399
withdrawal,240,46191,696.8763
dispute,164,46192,242.5204
dispute,138,46193,8.687
deposit,246,46194,363.6386
resolve,491,46195,851.0115
deposit,496,46196,480.505
withdrawal,636,46197,782.7002
withdrawal,176,46198,520.8092
withdrawal,328,46199,778.2863
resolve,831,46200,4.7424
withdrawal,502,46201,418.4792
chargeback,562,46202,784.779
dispute,10,46203,730.2145
deposit,196,46204,782.0326
chargeback,69,46205,17.2746
deposit,495,46206,464.1337
deposit,161,46207,871.3128
chargeback,133,46208,292.9267
chargeback,422,46209,883.8609
dispute,635,46210,396.6601
dispute,33,46211,476.3627
withdrawal,358,46212,56.8968
chargeback,328,46213,576.731
withdrawal,12,46214,341.1948
chargeback,216,46215,101.0064
resolve,992,46216,41.3264
withdrawal,175,46217,319.262
deposit,824,46218,290.4518
withdrawal,84,46219,750.1559
withdrawal,153,46220,485.6889
dispute,149,46221,550.9611
deposit,637,46222,22.4094
withdrawal,125,46223,935.1172
chargeback,984,46224,159.7045
chargeback,985,46225,211.781
deposit,305,46226,615.3229
deposit,788,46227,358.5476
chargeback,999,46228,994.8033
