type,client,tx,amount
dispute,713,5244,698.595
deposit,199,5245,480.6706
dispute,498,5246,114.8361
deposit,334,5247,849.2271
resolve,370,5248,6.9796
resolve,358,5249,150.6987
chargeback,728,5250,659.2233
deposit,213,5251,281.2317
deposit,433,5252,222.4349
deposit,123,5253,46.0589
dispute,256,5254,181.2675
resolve,378,5255,240.2619
resolve,918,5256,947.2071
dispute,40,5257,753.4309
chargeback,299,5258,903.8032
chargeback,388,5259,429.1215
withdrawal,266,5260,335.7813
resolve,570,5261,357.2066
withdrawal,110,5262,972.7307
chargeback,681,5263,402.0121
resolve,773,5264,527.8814
dispute,829,5265,89.9647
dispute,105,5266,804.9165
dispute,985,5267,174.4448
resolve,72,5268,732.7468
deposit,338,5269,918.2652
resolve,126,5270,959.7268
deposit,395,5271,317.3578
chargeback,990,5272,522.0224
chargeback,691,5273,122.1874
resolve,521,5274,779.6842
chargeback,548,5275,797.2233
chargeback,6,5276,124.3769
withdrawal,469,5277,402.9473
dispute,244,5278,235.6549
dispute,663,5279,483.6369
deposit,560,5280,195.6241
chargeback,487,5281,209.1091
resolve,708,5282,639.6368
withdrawal,851,5283,356.9023
withdrawal,828,5284,681.8288
dispute,427,5285,714.5206
chargeback,213,5286,809.9708
resolve,326,5287,77.3694
resolve,719,5288,39.2501
dispute,172,5289,304.9586
deposit,466,5290,180.7215
dispute,788,5291,292.3379
resolve,706,5292,604.8862
dispute,612,5293,971.3174
chargeback,939,5294,273.6855
chargeback,324,5295,589.8149
dispute,635,5296,30.3682
withdrawal,610,5297,712.3058
withdrawal,180,5298,104.3885
resolve,717,5299,756.2135
withdrawal,634,5300,908.2246
dispute,939,5301,440.334
withdrawal,526,5302,455.1462
deposit,317,5303,876.1547
dispute,386,5304,812.7444
chargeback,200,5305,483.8577
chargeback,514,5306,535.9204
chargeback,985,5307,905.8106
deposit,644,5308,877.485
chargeback,249,5309,819.2667
chargeback,663,5310,594.6413
dispute,662,5311,78.6519
dispute,194,5312,797.1794
chargeback,606,5313,97.7044
resolve,827,5314,86.8364
chargeback,690,5315,212.7879
deposit,711,5316,594.6935
resolve,683,5317,531.5301
deposit,627,5318,11.6449
resolve,945,5319,695.4161
resolve,151,5320,238.9756
resolve,714,5321,615.9801
deposit,532,5322,84.9268
withdrawal,433,5323,325.3855
withdrawal,800,5324,886.6829
resolve,52,5325,66.9288
resolve,657,5326,676.0865
resolve,975,5327,610.057
deposit,486,5328,277.7508
deposit,165,5329,866.5183
dispute,766,5330,252.255
dispute,155,5331,31.5087
chargeback,476,5332,18.0393
resolve,967,5333,514.3298
deposit,621,5334,653.0901
chargeback,354,5335,930.7972
resolve,899,5336,990.3283
deposit,535,5337,36.45
chargeback,700,5338,47.6745
dispute,166,5339,622.4637
dispute,212,5340,555.2526
resolve,38,5341,817.4941
chargeback,836,5342,711.078
dispute,563,5343,219.0671
resolve,59,5344,277.9268
deposit,24,5345,943.6681
deposit,748,5346,206.5176
chargeback,218,5347,870.108
chargeback,477,5348,537.0068
withdrawal,688,5349,736.0555
deposit,230,5350,67.4432
dispute,873,5351,87.486
withdrawal,644,5352,550.5956
withdrawal,684,5353,25.483
withdrawal,585,5354,521.4247
deposit,397,5355,240.8183
deposit,531,5356,843.7307
deposit,568,5357,264.5348
dispute,594,5358,865.8719
deposit,473,5359,810.9836
withdrawal,451,5360,686.4986
withdrawal,733,5361,991.8492
withdrawal,855,5362,788.1605
withdrawal,923,5363,849.5315
deposit,682,5364,875.4819
chargeback,868,5365,408.5791
deposit,220,5366,686.3536
resolve,898,5367,253.1028
chargeback,285,5368,25.894
deposit,538,5369,76.7516
chargeback,580,5370,268.1335
chargeback,766,5371,38.1612
dispute,908,5372,601.2414
resolve,118,5373,475.4036
chargeback,382,5374,478.3805
chargeback,886,5375,682.051
deposit,489,5376,177.7734
withdrawal,6,5377,458.5128
chargeback,665,5378,905.7711
deposit,515,5379,562.33
withdrawal,637,5380,69.9227
dispute,31,5381,792.7175
deposit,952,5382,921.1634
withdrawal,302,5383,535.5459
dispute,727,5384,567.1848
deposit,988,5385,212.035
chargeback,707,5386,760.0869
withdrawal,741,5387,341.2423
chargeback,27,5388,202.3889
withdrawal,766,5389,225.8171
withdrawal,325,5390,621.3733
resolve,676,5391,442.6559
dispute,495,5392,375.1631
withdrawal,773,5393,411.9588
deposit,106,5394,632.054
resolve,437,5395,871.3452
withdrawal,695,5396,32.6768
deposit,561,5397,921.8973
withdrawal,50,5398,97.7037
dispute,513,5399,63.0858
resolve,182,5400,487.7541
dispute,733,5401,952.4201
deposit,897,5402,253.7857
resolve,15,5403,882.3806
withdrawal,447,5404,604.6238
resolve,619,5405,449.8217
dispute,453,5406,772.9856
dispute,407,5407,465.7874
withdrawal,15,5408,279.1225
deposit,232,5409,820.7279
deposit,841,5410,980.1474
dispute,6,5411,413.8143
withdrawal,643,5412,586.1688
dispute,866,5413,125.2008
resolve,99,5414,881.0887
chargeback,343,5415,808.1509
dispute,889,5416,556.8658
dispute,7,5417,676.2045
dispute,333,5418,825.8099
dispute,750,5419,922.4885
withdrawal,965,5420,632.9932
withdrawal,662,5421,672.838
resolve,386,5422,321.7531
resolve,302,5423,904.9655
dispute,111,5424,573.3973
dispute,225,5425,150.6135
resolve,393,5426,805.6282
resolve,903,5427,605.5254
deposit,911,5428,391.1
resolve,32,5429,117.0226
dispute,112,5430,127.4832
deposit,547,5431,989.0629
dispute,436,5432,51.2286
dispute,881,5433,499.835
chargeback,864,5434,884.8418
withdrawal,723,5435,657.2025
dispute,606,5436,202.9812
dispute,250,5437,80.7491
chargeback,635,5438,432.0654
chargeback,619,5439,965.5916
dispute,80,5440,824.8995
withdrawal,225,5441,373.0678
deposit,663,5442,260.4128
chargeback,990,5443,627.0004
deposit,521,5444,993.6233
chargeback,500,5445,944.2013
chargeback,316,5446,706.7916
resolve,822,5447,609.1856
deposit,153,5448,342.8919
chargeback,315,5449,964.9064
resolve,225,5450,778.759
dispute,954,5451,625.5495
deposit,372,5452,459.9093
deposit,657,5453,396.0122
dispute,347,5454,644.7368
dispute,237,5455,94.2778
resolve,247,5456,970.2085
deposit,893,5457,809.0984
withdrawal,503,5458,955.2047
deposit,759,5459,7.7817
withdrawal,601,5460,210.3737
chargeback,625,5461,358.3243
chargeback,622,5462,580.1159
withdrawal,411,5463,732.2295
deposit,74,5464,260.642
chargeback,459,5465,234.1605
deposit,747,5466,763.7085
deposit,952,5467,284.6226
dispute,160,5468,903.4315
withdrawal,220,5469,102.656
withdrawal,657,5470,876.408
withdrawal,438,5471,679.2407
withdrawal,953,5472,552.2682
withdrawal,137,5473,899.2567
chargeback,923,5474,456.9291
deposit,814,5475,201.5196
resolve,179,5476,303.922
chargeback,622,5477,866.174
deposit,688,5478,529.8423
resolve,413,5479,676.9733
dispute,658,5480,644.7055
resolve,147,5481,528.1235
withdrawal,402,5482,432.007
deposit,208,5483,999.2578
chargeback,426,5484,460.709
deposit,462,5485,842.7353
dispute,218,5486,862.431
deposit,129,5487,426.0528
withdrawal,592,5488,705.5291
chargeback,886,5489,301.4075
chargeback,57,5490,543.6169
chargeback,811,5491,773.5629
resolve,828,5492,6.2088
resolve,877,5493,602.4535
deposit,966,5494,258.9419
dispute,473,5495,153.6272
deposit,553,5496,609.9575
dispute,512,5497,53.3784
dispute,422,5498,393.4442
deposit,627,5499,565.6308
resolve,446,5500,555.6417
resolve,652,5501,390.6181
dispute,582,5502,433.2099
chargeback,114,5503,859.4432
chargeback,963,5504,212.5376
deposit,566,5505,96.9515
withdrawal,977,5506,367.7974
chargeback,246,5507,953.7533
dispute,572,5508,98.474
withdrawal,753,5509,957.5479
deposit,453,5510,840.0041
resolve,582,5511,713.1519
dispute,352,5512,980.3511
resolve,162,5513,803.6946
chargeback,367,5514,644.4804
dispute,197,5515,726.232
resolve,35,5516,146.3643
deposit,480,5517,997.0279
deposit,434,5518,650.2364
resolve,265,5519,999.5502
resolve,437,5520,397.1226
dispute,129,5521,128.5595
resolve,21,5522,161.2949
deposit,62,5523,614.0324
withdrawal,573,5524,763.753
deposit,107,5525,456.985
deposit,25,5526,787.756
chargeback,29,5527,55.3966
resolve,196,5528,554.7447
withdrawal,533,5529,957.5831
dispute,841,5530,625.4148
chargeback,420,5531,554.984
dispute,524,5532,863.2517
chargeback,644,5533,380.9332
dispute,980,5534,692.5052
chargeback,981,5535,690.0233
dispute,814,5536,450.7568
chargeback,656,5537,696.8664
withdrawal,311,5538,805.7189
resolve,971,5539,257.5366
dispute,571,5540,11.417
deposit,91,5541,914.0804
withdrawal,54,5542,678.4196
resolve,561,5543,858.4623
dispute,524,5544,92.5529
withdrawal,45,5545,979.9496
chargeback,790,5546,210.0863
deposit,91,5547,861.4575
dispute,450,5548,29.1905
resolve,396,5549,565.3378
dispute,972,5550,529.9701
chargeback,215,5551,143.1355
dispute,361,5552,343.3692
deposit,217,5553,140.6985
withdrawal,164,5554,59.2663
deposit,263,5555,267.6921
resolve,299,5556,705.0323
chargeback,339,5557,481.4594
deposit,232,5558,971.2704
deposit,797,5559,682.6435
dispute,82,5560,630.9948
deposit,949,5561,711.6014
deposit,978,5562,601.0748
deposit,573,5563,882.1259
resolve,629,5564,46.1875
deposit,352,5565,228.5705
chargeback,666,5566,998.2541
chargeback,767,5567,36.1573
resolve,636,5568,667.3504
deposit,998,5569,915.9133
chargeback,950,5570,458.1494
deposit,831,5571,288.2797
chargeback,964,5572,569.8572
withdrawal,213,5573,325.553
withdrawal,709,5574,489.9868
withdrawal,610,5575,514.901
dispute,819,5576,635.0611
deposit,331,5577,934.6595
chargeback,126,5578,388.5938
chargeback,69,5579,199.2148
withdrawal,151,5580,591.2315
resolve,983,5581,587.4607
withdrawal,476,5582,840.4851
deposit,789,5583,444.0565
chargeback,570,5584,401.519
deposit,801,5585,658.5926
resolve,544,5586,434.7745
chargeback,885,5587,732.5724
resolve,53,5588,474.4082
dispute,142,5589,832.3577
resolve,521,5590,65.4483
withdrawal,760,5591,226.0835
dispute,1,5592,801.9767
deposit,879,5593,525.7871
deposit,412,5594,746.1842
withdrawal,886,5595,214.8307
resolve,814,5596,873.8385
dispute,435,5597,931.0684
dispute,79,5598,829.7436
deposit,251,5599,215.8363
resolve,308,5600,904.3273
chargeback,861,5601,834.8416
dispute,58,5602,447.7723
chargeback,933,5603,924.1505
chargeback,535,5604,936.5603
resolve,134,5605,943.6502
dispute,687,5606,324.3014
dispute,564,5607,482.1532
dispute,478,5608,823.846
resolve,521,5609,494.3053
withdrawal,920,5610,179.8279
withdrawal,26,5611,355.3167
withdrawal,788,5612,466.9942
chargeback,49,5613,433.6207
withdrawal,283,5614,415.8508
withdrawal,784,5615,230.7321
resolve,92,5616,745.6786
chargeback,447,5617,702.2499
chargeback,714,5618,80.3765
dispute,762,5619,136.1943
resolve,133,5620,113.1206
resolve,922,5621,465.8777
chargeback,686,5622,164.798
chargeback,695,5623,425.8276
dispute,901,5624,380.9899
deposit,260,5625,832.5932
chargeback,515,5626,156.3621
deposit,374,5627,464.5534
resolve,878,5628,201.6261
chargeback,782,5629,126.3193
resolve,908,5630,522.0452
chargeback,562,5631,517.6699
deposit,367,5632,286.122
chargeback,314,5633,979.4021
withdrawal,33,5634,711.4934
resolve,425,5635,819.3907
resolve,655,5636,505.5681
withdrawal,452,5637,641.621
chargeback,21,5638,725.696
resolve,707,5639,76.4818
chargeback,287,5640,597.2594
withdrawal,219,5641,986.3161
dispute,979,5642,69.3576
dispute,120,5643,877.9767
deposit,141,5644,863.235
deposit,122,5645,354.8358
withdrawal,917,5646,94.7937
deposit,373,5647,459.5926
withdrawal,364,5648,733.8674
withdrawal,99,5649,155.4126
deposit,358,5650,589.7211
chargeback,825,5651,959.5136
chargeback,461,5652,735.9857
resolve,232,5653,593.13
deposit,11,5654,321.5981
deposit,490,5655,421.0505
chargeback,389,5656,2.7211
chargeback,445,5657,956.9881
withdrawal,695,5658,388.693
resolve,900,5659,933.4236
resolve,528,5660,459.3623
withdrawal,253,5661,310.1508
dispute,641,5662,436.4636
chargeback,157,5663,987.2363
resolve,252,5664,372.1677
deposit,67,5665,63.6851
chargeback,201,5666,238.8149
resolve,378,5667,133.1085
chargeback,185,5668,206.2866
chargeback,466,5669,879.5288
resolve,972,5670,498.6845
chargeback,87,5671,548.3561
resolve,381,5672,557.8597
dispute,94,5673,407.3694
chargeback,927,5674,509.2876
deposit,541,5675,524.1575
deposit,78,5676,707.4109
chargeback,905,5677,395.2998
chargeback,71,5678,143.8341
resolve,777,5679,900.6307
dispute,296,5680,423.7984
withdrawal,594,5681,205.8131
deposit,737,5682,783.4551
deposit,126,5683,59.4667
resolve,884,5684,766.5433
chargeback,537,5685,37.2807
dispute,119,5686,491.99
dispute,737,5687,357.7657
withdrawal,977,5688,866.0235
resolve,175,5689,131.7373
withdrawal,308,5690,999.655
chargeback,311,5691,345.055
resolve,995,5692,374.739
deposit,819,5693,982.4498
chargeback,253,5694,624.5271
chargeback,479,5695,866.6108
deposit,89,5696,616.1298
dispute,48,5697,821.4852
dispute,927,5698,651.7884
chargeback,225,5699,806.9628
withdrawal,463,5700,797.2205
resolve,121,5701,460.225
deposit,402,5702,322.3499
dispute,754,5703,610.4872
dispute,484,5704,792.6612
resolve,251,5705,9.5405
resolve,119,5706,683.8563
chargeback,388,5707,719.8633
deposit,790,5708,806.5953
resolve,94,5709,913.6027
withdrawal,150,5710,884.7035
deposit,638,5711,602.1512
deposit,988,5712,731.261
withdrawal,896,5713,192.6649
withdrawal,313,5714,937.1111
withdrawal,524,5715,499.571
withdrawal,520,5716,908.8261
resolve,946,5717,444.5124
resolve,436,5718,944.3327
resolve,819,5719,772.6056
resolve,700,5720,578.8271
chargeback,113,5721,848.6151
withdrawal,753,5722,916.7596
deposit,754,5723,645.7624
resolve,248,5724,668.8248
withdrawal,251,5725,114.7411
chargeback,294,5726,305.8709
withdrawal,556,5727,487.2208
deposit,980,5728,258.5005
deposit,1,5729,225.3305
deposit,9,5730,553.9816
dispute,15,5731,197.4857
withdrawal,937,5732,566.7572
resolve,527,5733,707.2096
withdrawal,240,5734,148.0078
deposit,292,5735,924.9531
dispute,363,5736,713.1462
chargeback,461,5737,31.4603
withdrawal,615,5738,972.9568
deposit,272,5739,503.2027
dispute,532,5740,86.6945
withdrawal,487,5741,545.3262
dispute,189,5742,50.9992
resolve,72,5743,456.9734
deposit,60,5744,138.7506
withdrawal,68,5745,980.2499
resolve,126,5746,4.7864
dispute,198,5747,797.4315
resolve,624,5748,529.2909
withdrawal,333,5749,890.9083
chargeback,256,5750,919.6137
withdrawal,435,5751,421.5571
resolve,678,5752,268.9471
resolve,716,5753,744.4378
deposit,961,5754,289.7786
resolve,694,5755,244.2084
withdrawal,128,5756,558.5059
withdrawal,918,5757,628.4181
deposit,960,5758,333.8705
chargeback,50,5759,948.1389
withdrawal,224,5760,573.8836
dispute,316,5761,391.9307
withdrawal,128,5762,335.832
dispute,294,5763,198.7387
withdrawal,634,5764,202.9076
chargeback,876,5765,400.6578
dispute,296,5766,724.6744
resolve,506,5767,343.7498
deposit,707,5768,257.4688
withdrawal,355,5769,45.0263
dispute,338,5770,27.9594
resolve,720,5771,415.7628
resolve,861,5772,524.4866
deposit,236,5773,91.3907
withdrawal,499,5774,606.0695
deposit,621,5775,822.0091
chargeback,127,5776,541.72
resolve,610,5777,141.827
dispute,148,5778,298.4963
chargeback,615,5779,716.1917
chargeback,285,5780,765.555
dispute,397,5781,222.1461
dispute,362,5782,640.7834
deposit,226,5783,458.1143
dispute,982,5784,316.4405
withdrawal,430,5785,501.7947
withdrawal,74,5786,275.5674
deposit,850,5787,12.9833
resolve,394,5788,2.5977
chargeback,116,5789,462.4794
withdrawal,628,5790,300.8935
withdrawal,810,5791,941.2202
resolve,989,5792,823.514
deposit,592,5793,375.1584
resolve,165,5794,78.9921
chargeback,154,5795,115.196
deposit,244,5796,927.0404
withdrawal,998,5797,805.757
chargeback,881,5798,465.9515
withdrawal,862,5799,909.1271
withdrawal,571,5800,610.9456
withdrawal,153,5801,224.1894
dispute,978,5802,452.8038
resolve,876,5803,963.6279
resolve,277,5804,778.2026
dispute,308,5805,789.5885
chargeback,783,5806,752.799
deposit,439,5807,554.9029
withdrawal,877,5808,641.1935
dispute,516,5809,262.0962
dispute,932,5810,275.4966
dispute,923,5811,830.5215
dispute,652,5812,338.0892
dispute,489,5813,869.3498
deposit,49,5814,225.0657
withdrawal,586,5815,48.1942
dispute,869,5816,463.8968
withdrawal,894,5817,416.3269
deposit,652,5818,142.0606
resolve,742,5819,785.4594
chargeback,270,5820,850.7295
deposit,857,5821,286.6661
resolve,263,5822,289.085
dispute,143,5823,794.4666
resolve,171,5824,48.0901
resolve,110,5825,253.8025
dispute,581,5826,1.2249
chargeback,334,5827,798.5997
deposit,628,5828,248.66
dispute,629,5829,352.0277
dispute,591,5830,790.8703
dispute,274,5831,870.0011
withdrawal,16,5832,787.3665
deposit,631,5833,171.381
deposit,115,5834,667.0635
dispute,564,5835,229.1928
deposit,764,5836,880.0428
deposit,497,5837,466.2518
resolve,491,5838,619.5684
chargeback,220,5839,906.8886
chargeback,341,5840,144.9317
resolve,862,5841,441.3014
withdrawal,721,5842,420.0035
deposit,715,5843,449.7381
withdrawal,782,5844,505.7274
chargeback,887,5845,22.891
withdrawal,58,5846,904.6249
withdrawal,428,5847,180.4234
withdrawal,378,5848,592.9769
resolve,851,5849,996.6177
withdrawal,744,5850,28.9463
resolve,642,5851,656.7223
withdrawal,555,5852,651.9262
chargeback,637,5853,488.8558
resolve,327,5854,442.2414
chargeback,235,5855,968.2137
withdrawal,147,5856,461.1164
resolve,596,5857,944.9857
withdrawal,355,5858,352.316
deposit,165,5859,853.9188
deposit,255,5860,742.8271
chargeback,339,5861,772.3304
withdrawal,173,5862,485.3518
chargeback,865,5863,830.7054
chargeback,300,5864,1000.0333
resolve,506,5865,697.3175
resolve,421,5866,246.3021
dispute,130,5867,872.6118
resolve,321,5868,501.1526
dispute,572,5869,123.774
dispute,557,5870,902.0536
withdrawal,924,5871,188.117
dispute,459,5872,985.8489
chargeback,746,5873,497.9067
withdrawal,715,5874,36.7717
withdrawal,713,5875,922.6908
deposit,569,5876,908.9558
chargeback,638,5877,325.2152
deposit,113,5878,237.4789
deposit,143,5879,987.3539
chargeback,653,5880,488.605
chargeback,293,5881,31.4126
chargeback,226,5882,903.6655
chargeback,12,5883,522.0173
resolve,953,5884,682.7389
withdrawal,202,5885,689.8199
withdrawal,330,5886,123.7035
withdrawal,536,5887,842.1661
chargeback,289,5888,30.3894
deposit,694,5889,681.5996
chargeback,808,5890,18.3839
withdrawal,583,5891,169.8063
resolve,145,5892,195.1928
chargeback,732,5893,704.2756
deposit,498,5894,671.1367
withdrawal,578,5895,371.9027
deposit,405,5896,620.2945
dispute,459,5897,100.8784
chargeback,831,5898,677.7688
deposit,943,5899,628.084
withdrawal,321,5900,94.7937
deposit,536,5901,250.614
chargeback,405,5902,235.8012
deposit,37,5903,3.1248
deposit,530,5904,6.207
deposit,588,5905,266.9768
chargeback,384,5906,132.3304
dispute,792,5907,370.847
chargeback,874,5908,661.8161
dispute,809,5909,395.8399
deposit,630,5910,359.9782
resolve,929,5911,777.1991
deposit,461,5912,581.3794
withdrawal,584,5913,571.1783
resolve,252,5914,771.353
dispute,82,5915,448.6851
resolve,164,5916,467.2702
deposit,193,5917,912.9735
dispute,364,5918,210.4009
dispute,221,5919,598.5848
resolve,574,5920,505.232
chargeback,721,5921,31.2266
dispute,183,5922,385.6362
dispute,495,5923,248.8097
deposit,265,5924,171.9495
deposit,749,5925,448.2379
chargeback,546,5926,725.1588
deposit,839,5927,76.4268
chargeback,907,5928,273.167
withdrawal,858,5929,475.8591
resolve,569,5930,324.092
deposit,326,5931,27.0238
dispute,326,5932,185.9933
dispute,403,5933,908.6228
chargeback,716,5934,628.3512
resolve,986,5935,224.493
resolve,480,5936,687.775
resolve,960,5937,758.6961
dispute,6,5938,22.691
deposit,955,5939,542.6589
resolve,510,5940,519.0332
withdrawal,716,5941,340.5579
chargeback,592,5942,759.7718
deposit,852,5943,979.7626
chargeback,467,5944,821.3518
resolve,247,5945,431.922
deposit,747,5946,299.1723
resolve,645,5947,299.3693
withdrawal,693,5948,242.7363
chargeback,888,5949,344.0356
chargeback,217,5950,592.0374
chargeback,872,5951,687.1683
deposit,1000,5952,359.3745
dispute,281,5953,453.6439
withdrawal,782,5954,456.856
dispute,721,5955,607.992
resolve,249,5956,25.5571
deposit,267,5957,809.1491
dispute,475,5958,658.389
chargeback,598,5959,475.7634
dispute,704,5960,991.6623
chargeback,177,5961,209.2274
deposit,783,5962,658.5589
deposit,39,5963,956.3038
resolve,607,5964,622.293
resolve,308,5965,722.2848
chargeback,606,5966,96.5073
deposit,121,5967,19.6924
deposit,568,5968,447.6363
chargeback,733,5969,900.2556
resolve,763,5970,5.1093
deposit,526,5971,786.7979
resolve,318,5972,377.6122
deposit,335,5973,696.1693
withdrawal,721,5974,904.8193
deposit,825,5975,918.0347
chargeback,264,5976,733.8852
deposit,323,5977,714.1493
resolve,906,5978,374.6248
deposit,302,5979,946.8854
dispute,484,5980,436.0577
chargeback,359,5981,546.3058
withdrawal,993,5982,245.0235
deposit,60,5983,200.6708
chargeback,810,5984,970.9708
resolve,905,5985,836.8582
deposit,358,5986,521.4367
dispute,617,5987,109.9262
withdrawal,94,5988,152.0492
chargeback,679,5989,763.9172
dispute,758,5990,217.5836
dispute,159,5991,335.3769
deposit,307,5992,407.7886
resolve,783,5993,848.4782
withdrawal,754,5994,210.3797
withdrawal,153,5995,129.1959
dispute,399,5996,269.862
withdrawal,621,5997,960.0434
deposit,827,5998,14.3512
chargeback,687,5999,860.2019
withdrawal,756,6000,864.1201
withdrawal,640,6001,234.7724
deposit,696,6002,539.6226
chargeback,833,6003,38.5599
chargeback,520,6004,116.913
dispute,944,6005,883.36
deposit,789,6006,909.7336
resolve,724,6007,206.0872
resolve,945,6008,159.0236
resolve,220,6009,421.0546
chargeback,730,6010,241.118
dispute,835,6011,8.9558
resolve,740,6012,303.921
dispute,994,6013,363.2818
withdrawal,31,6014,619.8251
withdrawal,214,6015,349.0977
chargeback,123,6016,708.004
dispute,272,6017,2.2997
withdrawal,352,6018,418.0045
chargeback,844,6019,689.1875
dispute,943,6020,538.6426
dispute,336,6021,552.1024
dispute,611,6022,71.5217
dispute,378,6023,266.3814
dispute,887,6024,578.604
deposit,631,6025,456.2751
withdrawal,943,6026,78.3155
deposit,766,6027,261.1788
deposit,980,6028,376.0832
chargeback,673,6029,313.6083
deposit,627,6030,692.7225
deposit,619,6031,299.9104
chargeback,329,6032,605.7454
withdrawal,623,6033,271.5654
deposit,506,6034,726.1299
withdrawal,735,6035,906.9438
deposit,989,6036,486.4644
withdrawal,956,6037,131.7719
resolve,516,6038,334.9293
withdrawal,145,6039,583.1613
resolve,534,6040,312.7693
withdrawal,958,6041,597.5201
resolve,575,6042,317.3504
withdrawal,446,6043,620.7418
dispute,129,6044,963.6722
withdrawal,640,6045,187.172
withdrawal,565,6046,703.0839
dispute,592,6047,964.1053
dispute,889,6048,48.6606
chargeback,867,6049,544.8342
deposit,894,6050,866.8445
resolve,206,6051,645.3066
resolve,240,6052,805.5232
dispute,27,6053,527.2798
dispute,1,6054,369.3713
dispute,742,6055,459.045
deposit,420,6056,972.4095
chargeback,416,6057,868.7449
chargeback,645,6058,248.3143
withdrawal,793,6059,998.4299
resolve,331,6060,631.4821
deposit,396,6061,561.9533
dispute,250,6062,289.6993
withdrawal,295,6063,47.8949
dispute,109,6064,619.5693
chargeback,773,6065,931.4449
chargeback,231,6066,610.9336
chargeback,153,6067,247.5794
dispute,950,6068,877.7647
withdrawal,911,6069,135.0174
withdrawal,933,6070,883.5388
chargeback,275,6071,917.4082
chargeback,376,6072,300.4775
withdrawal,617,6073,938.2375
dispute,774,6074,493.3387
withdrawal,29,6075,196.2127
withdrawal,119,6076,199.3353
withdrawal,87,6077,76.1888
resolve,86,6078,640.4108
deposit,111,6079,111.7011
withdrawal,329,6080,807.9609
withdrawal,937,6081,661.5935
dispute,880,6082,679.3382
chargeback,429,6083,18.1685
resolve,893,6084,398.2525
dispute,932,6085,652.8471
deposit,610,6086,212.4485
resolve,220,6087,397.2597
deposit,413,6088,374.0723
resolve,757,6089,530.3777
withdrawal,523,6090,38.9309
resolve,325,6091,793.5375
chargeback,781,6092,399.5519
withdrawal,261,6093,878.5658
chargeback,349,6094,973.2964
chargeback,891,6095,72.9441
withdrawal,1,6096,509.6148
dispute,236,6097,285.1773
resolve,975,6098,370.3765
chargeback,807,6099,279.4215
resolve,549,6100,65.7852
chargeback,507,6101,754.2915
resolve,622,6102,912.6715
deposit,155,6103,288.1565
deposit,37,6104,519.0666
deposit,18,6105,58.2473
withdrawal,34,6106,943.431
deposit,444,6107,117.7541
resolve,124,6108,910.3501
dispute,701,6109,424.1813
dispute,217,6110,256.5145
chargeback,218,6111,279.5289
chargeback,755,6112,390.8974
deposit,413,6113,851.827
dispute,843,6114,960.1804
resolve,420,6115,700.2375
dispute,304,6116,108.4619
withdrawal,852,6117,515.6667
deposit,298,6118,603.7135
deposit,430,6119,322.7636
resolve,614,6120,726.2993
dispute,552,6121,29.7596
deposit,214,6122,13.6734
dispute,816,6123,699.6531
dispute,630,6124,716.9745
withdrawal,14,6125,94.0814
dispute,222,6126,136.2065
chargeback,387,6127,832.7461
withdrawal,259,6128,449.3145
withdrawal,176,6129,742.2431
chargeback,869,6130,463.9268
deposit,113,6131,854.658
resolve,882,6132,678.0627
chargeback,847,6133,355.1585
withdrawal,54,6134,317.9979
dispute,305,6135,455.5599
withdrawal,131,6136,755.3501
withdrawal,708,6137,786.9787
withdrawal,580,6138,930.9109
deposit,836,6139,623.7485
chargeback,461,6140,428.8991
resolve,704,6141,177.4507
dispute,451,6142,404.9357
withdrawal,548,6143,707.7652
resolve,640,6144,204.8028
deposit,458,6145,388.7177
deposit,437,6146,369.5355
chargeback,837,6147,802.1505
withdrawal,19,6148,695.6977
deposit,747,6149,108.0625
chargeback,882,6150,567.6332
dispute,598,6151,116.9809
dispute,647,6152,774.2448
deposit,579,6153,169.4997
dispute,605,6154,231.6572
dispute,768,6155,536.5006
chargeback,758,6156,877.8598
deposit,629,6157,541.2715
resolve,164,6158,274.0883
deposit,518,6159,446.1885
resolve,275,6160,982.7055
withdrawal,831,6161,106.0711
deposit,115,6162,68.0526
deposit,706,6163,429.6305
deposit,623,6164,947.1228
resolve,55,6165,913.7802
chargeback,343,6166,685.764
withdrawal,548,6167,737.1938
dispute,174,6168,86.3166
withdrawal,651,6169,927.5691
withdrawal,147,6170,453.7275
resolve,715,6171,411.4274
deposit,349,6172,128.8214
dispute,241,6173,248.4733
withdrawal,389,6174,538.5388
dispute,76,6175,837.5599
chargeback,317,6176,230.3175
withdrawal,150,6177,651.0703
resolve,983,6178,880.8919
chargeback,99,6179,758.6389
dispute,601,6180,921.3569
chargeback,518,6181,723.5843
withdrawal,804,6182,766.9906
chargeback,908,6183,414.7475
resolve,685,6184,114.4418
resolve,586,6185,33.3186
dispute,62,6186,199.7726
withdrawal,202,6187,133.1293
deposit,355,6188,926.8464
chargeback,658,6189,919.9904
dispute,383,6190,258.8863
deposit,360,6191,287.0038
resolve,977,6192,690.9327
withdrawal,817,6193,271.9694
resolve,709,6194,450.5424
resolve,12,6195,157.3024
withdrawal,632,6196,913.976
withdrawal,824,6197,452.1901
dispute,856,6198,44.0171
withdrawal,323,6199,46.6804
withdrawal,895,6200,890.3463
chargeback,157,6201,942.2455
deposit,549,6202,470.5717
dispute,306,6203,32.4294
chargeback,110,6204,282.9475
dispute,978,6205,856.3968
withdrawal,552,6206,597.4455
deposit,227,6207,215.1242
